╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧дде┐╕Ї271~300╕╣,2.29,жэ,,,1050331,дgжa2л╪кл1иожь0,дGдQдT╝h,дGдQд╗╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0831115,37.31,1,1,1,ж│,ж│,4600000,123291,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPOQMLMKNHLFFHF58DA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧дде┐лn╕Ї250л╤1~30╕╣,8.88,жэ,,,1050331,дgжa4л╪кл1иожь1,дGдQд@╝h,дTдQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√░й┐√╡м▓V╛одg│y,0970627,153.87,1,2,2,ж│,ж│,19500000,126730,йY╣Dенн▒,0.0,0,,RPPOMLMKNHLFFGF38DA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧▓Hкў╕ЇдGмq391~420╕╣,25.52,жэ,,,1050426,дgжa1л╪кл1иожь1,д╗╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030807,163.67000000000002,3,2,2,ж│,ж│,9370000,59410,йY╣Dенн▒,30.36,1450000,,RPPNMLQJOHLFFEF48DA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧▓Hкў╕ЇдGмq391~420╕╣,26.45,жэ,,,1050426,дgжa1л╪кл1иожь1,д╗╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030807,168.49,3,2,2,ж│,ж│,9420000,57699,йY╣Dенн▒,30.36,1450000,,RPTNMLQJOHLFFEF88DA
ж┴дю░╧,иожь,╖sе_елж┴дю░╧╢╘╢i╕Ї419л╤1~30╕╣,90.44,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1050416,дgжa0л╪кл0иожь4,,,ифеL,,,,93.76,0,0,0,ж│,ж│,3500000,,йY╣Dенн▒,93.76,3500000,,RPQQMLTJNHLFFDF98DA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧╢╘╢i╕Ї419л╤1~30╕╣,74.05,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1050414,дgжa1л╪кл1иожь1,дT╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0841208,183.25,4,2,2,ж│,ж│,6802000,36306,йY╣Dенн▒,23.44,1000000,,RPTQMLTJNHLFFDF66DA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧е_╖s╕ЇдGмq97л╤9з╦1~30╕╣,27.98,жэ,,,1050312,дgжa1л╪кл1иожь0,д@╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0660902,70.74,4,1,2,ж│,╡L,9000000,127226,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPPNMLMKNHLFFCF87DA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧ддеб╕Ї181~210╕╣,19.43,ифеL,,,1050329,дgжa3л╪кл1иожь0,дG╝h,дGдQдK╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1011114,100.29,0,2,1,ж│,ж│,15680000,156347,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPSPMLTKNHLFFCF09DA
оїдs░╧,й╨жa(дgжa+л╪кл),╖sе_елоїдs░╧╢Qдl╕Ї67л╤29з╦1~30╕╣,67.0,жэ,,,1050415,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0650617,112.0,4,1,2,ж│,╡L,6200000,55357,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPQOMLKMNHLFFBF97DA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧е|║√╕Ї152л╤1~30╕╣,36.04,жэ,,,1050328,дgжa4л╪кл1иожь0,е|╝hбA╢зеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0691229,108.0,4,2,2,ж│,╡L,8300000,76852,,0.0,0,,RPPNMLPLNHLFFBF18DA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧дде┐╕Ї631~660╕╣,64.4,дu,,,1041204,дgжa1л╪кл1иожь1,дG╝h,дQ╝h,╝t┐ь,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0890126,457.67,0,1,0,ж│,ж│,33150000,72432,йY╣Dенн▒,0.0,0,,RPVQMLLKNHLFFBF58DA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧дде┐╕Ї691~720╕╣,12.25,дu,,,1050410,дgжa2л╪кл1иожь0,дC╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0980929,106.27,2,2,1,ж│,ж│,10300000,96923,,0.0,0,,RPWNMLMKNHLFFBF48DA
┼a║q░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел┼a║q░╧░ъдд╡є151~180╕╣,23.78,жэ,,,1050413,дgжa1л╪кл1иожь1,дT╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040413,160.35,3,1,2,ж│,ж│,9010000,57803,йY╣Dенн▒,26.1,1250000,,RPPOMLLKNHLFFIF38CA
┼a║q░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел┼a║q░╧дхд╞╕Ї211~240╕╣,29.51,жэ,,,1050406,дgжa1л╪кл1иожь1,дG╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040714,183.97,3,2,2,ж│,ж│,11770000,69542,йY╣Dенн▒,36.29,1500000,,RPQPMLLKNHLFFIF58CA
дTоl░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTоl░╧дде┐╕Їд@мq108л╤1~30╕╣,24.31,жэ,,,1050426,дgжa1л╪кл1иожь1,дG╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840624,151.1,4,2,2,ж│,ж│,2250000,14891,йY╣Dенн▒,0.0,0,дG┐╦╡е╢R╜ц,RPPNMLMKNHLFFIF38CA
дTоl░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTоl░╧╛╟жи╕Ї331~360╕╣,20.57,░╙,,,1050327,дgжa1л╪кл1иожь1,дGдQе|╝h,дGдQдK╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1010724,215.48000000000002,4,2,2,ж│,ж│,17000000,78894,йY╣Dенн▒,40.51,0,,RPQOMLMKNHLFFIF58CA
┼a║q░╧,дgжa,дде┐мq931~960жa╕╣,4.33,ифеL,,,1050418,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,269800,62309,,0.0,0,,RPRNMLNKNHLFFIF68CA
дTоl░╧,й╨жa(дgжa+л╪кл),╖sе_елдTоl░╧е╒┬√61~90╕╣,121.0,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1050325,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,,103.02,3,2,2,ж│,╡L,3000000,29121,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLKKNHLFFIF38CA
╛ЁкL░╧,й╨жa(дgжa+л╪кл),╖sе_ел╛ЁкL░╧▒╥┤╝╡є80л╤15з╦1~30╕╣,22.4,жэ,,,1050408,дgжa1л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0740118,76.44,3,1,1,ж│,╡L,5300000,69335,,0.0,0,╝Wл╪й╬еeе╬╜d│Є:╢зеx,RPRVMLPLNHLFFIF17CA
дTоl░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTоl░╧дj╕q╕Ї211~240╕╣,15.3,░╙,,,1050410,дgжa1л╪кл1иожь1,д╗╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0970807,181.36,3,2,2,ж│,ж│,12020000,66277,йY╣Dенн▒,36.09,0,┴`╗∙зt├╪┐O╣вбBз╔▓╒бB╡б├о(м[)бB╝ЎдЇ╛╣бBе╦┤╡─lбBиF╡oбBзNоЁ4еxбB╝pиубBмy▓zеxбB▒╞кo╖╧╛ўбBд╤╡Mе╦┤╡╡е│├н╤бCе╗╢R╜цл┤м∙╝╨к║клдз╣H│╣л╪┐vжь╕mбGифеLе╝╕gе╙╜╨л╪┐v░ї╖╙дз╝Wзял╪бGлe╢зеxе~▒└бC,RPRNMLNLNHLFFIF78CA
┼a║q░╧,й╨жa(дgжa+л╪кл),╖sе_ел┼a║q░╧░ъ╝y╡є121~150╕╣,29.46,жэ,,,1050419,дgжa5л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0570101,42.43,3,2,2,ж│,╡L,2040000,48079,,0.0,0,1.┼vзQдHж@2дH2.┐╦─▌╢бецйЎ3.зtдT╝╙е╝лOжs╡n░O│беў,RPUOMLRKNHLFFIF86CA
╛ЁкL░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╛ЁкL░╧░ъ│═╡є72л╤1~30╕╣,26.5,жэ,,,1050411,дgжa1л╪кл1иожь1,дG╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0881102,177.54000000000002,4,2,2,ж│,ж│,12000000,67590,йY╣Dенн▒,21.94,0,,RPTOMLQKNHLFFIF66CA
дTоl░╧,й╨жa(дgжa+л╪кл),╖sе_елдTоl░╧дде┐╕Їд@мq181~210╕╣,22.93,жэ,,,1050411,дgжa1л╪кл1иожь0,дC╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830916,141.22,3,2,1,ж│,╡L,7220000,51126,,0.0,0,,RPUOMLQKNHLFFIF76CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧ж█е▀╕Ї29л╤14з╦1~30╕╣,26.56,жэ,,,1050421,дgжa1л╪кл1иожь0,д@╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0730114,97.88,3,1,2,ж│,╡L,13000000,132816,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPSNMLTKNHLFFHF66CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧дде┐╕Ї901~930╕╣,30.32,дu,,,1050413,дgжa1л╪кл1иожь2,дC╝h,дQдK╝h,┐ьд╜░╙╖~дj╝╙,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0981015,326.12,0,0,0,╡L,ж│,32800000,100576,йY╣Dенн▒,58.08,0,,RPOOMLNLNHLFFHF48CA
е├йM░╧,дgжa,жw╝╓мq991~1020жa╕╣,8.23,ифеL,,,1050421,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,274866,33398,,0.0,0,д╜ж@│]мIлOпdжaдзецйЎбC,RPOPMLTKNHLFFHF09CA
е├йM░╧,дgжa,жw╝╓мq961~990жa╕╣,28.33,ифеL,,,1050421,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,945939,33390,,0.0,0,д╜ж@│]мIлOпdжaдзецйЎбC,RPQPMLTKNHLFFHF66CA
е├йM░╧,дgжa,лH╕qмq721~750жa╕╣,290.87,ифеL,,,1050425,дgжa8л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12404042,42645,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPVPMLTKNHLFFHF17CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧┤║╖s╡є271~300╕╣,22.43,жэ,,,1050330,дgжa2л╪кл1иожь0,дT╝hбA╢зеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0660829,72.31,3,1,1,ж│,╡L,7100000,98188,,0.0,0,,RPWRMLRKNHLFFHF27CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧▒╢╣B╕Ї31~60╕╣,8.3,ифеL,,,1050418,дgжa1л╪кл1иожь0,дQ╝h,дQдE╝h,оMй╨(1й╨1╞U1╜├),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1000415,43.86,1,1,1,ж│,ж│,6730000,153443,,0.0,0,,RPQNMLQKNHLFFHF78CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧┐│лn╕Їд@мq56л╤1з╦1~30╕╣,35.46,жэ,,,1050409,дgжa1л╪кл1иожь0,дG╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,0630524,73.0,3,2,2,ж│,╡L,9500000,130137,,0.0,0,,RPRNMLQKNHLFFHF88CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧╡╪╖s╡є109л╤1~30╕╣,7.46,жэ,,,1050405,дgжa1л╪кл1иожь1,дE╝h,дQдG╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0920805,62.550000000000004,1,1,1,ж│,ж│,6750000,107914,йY╣D╛ў▒ё,12.15,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPRSMLNKNHLFFHF09CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧дде┐╕Ї751~780╕╣,3.14,жэ,,,1050317,дgжa2л╪кл1иожь0,дQд@╝h,дGдQдT╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0850919,44.08,1,1,1,ж│,ж│,4150000,94147,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPRVMLMKNHLFFHF66CA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧е├зQ╕Ї7л╤1~30╕╣,33.0,жэ,,,1050412,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0701229,101.98,3,2,2,ж│,ж│,10100000,99039,,0.0,0,,RPOPMLLKNHLFFHF28CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧┤║ен╕Ї181~210╕╣,3.0,жэ,,,1050419,дgжa3л╪кл1иожь0,дGдQдE╝h,е|дQд@╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√░й┐√╡м▓V╛одg│y,0861104,52.08,1,1,1,ж│,ж│,7000000,134409,,0.0,0,,RPRQMLMKNHLFFHF78CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧ж█е▀╕Ї61~90╕╣,34.09,жэ,,,1050426,дgжa1л╪кл1иожь0,дG╝hбAенеx,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0670915,87.21,3,2,2,ж│,╡L,9950000,114092,,0.0,0,,RPRNMLLKNHLFFHF38CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧й╛з╡╡є91~120╕╣,24.01,жэ,,,1050310,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0730906,94.85,3,2,2,ж│,╡L,7580000,79916,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPOOMLKKNHLFFHF08CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧е├║╓╡є181~210╕╣,16.36,жэ,,,1050411,дgжa1л╪кл1иожь0,дC╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0951106,115.89000000000001,3,2,2,ж│,ж│,13200000,113901,,0.0,0,,RPROMLKLNHLFFGF38CA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧е┴▒┌╕Ї241~270╕╣,26.05,жэ,,,1050416,дgжa2л╪кл1иожь1,дн╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040513,142.17,3,2,2,ж│,╡L,16150000,116783,д╔н░╛ў▒ё,10.73,800000,,RPXNMLLJOHLFFGF88CA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧е┴▒┌╕Ї241~270╕╣,20.62,жэ,,,1050416,дgжa2л╪кл1иожь1,е|╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040513,112.66,2,2,1,ж│,╡L,12770000,117434,д╔н░╛ў▒ё,10.73,800000,,RPOOMLLJOHLFFGF08CA
─кмw░╧,й╨жa(дgжa+л╪кл),╖sе_ел─кмw░╧дде┐╕Ї185л╤46з╦31~60╕╣,20.42,жэ,,,1050427,дgжa1л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0740805,78.09,3,1,2,ж│,╡L,7500000,96043,,0.0,0,,RPPOMLMJOHLFFGF28CA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧к°жw╡є271~300╕╣,17.04,жэ,,,1050325,дgжa1л╪кл1иожь1,д╗╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850313,144.96,2,2,2,ж│,ж│,10100000,69674,йY╣Dенн▒,0.0,0,,RPQPMLSKNHLFFGF09CA
─кмw░╧,й╨жa(дgжa+л╪кл),╖sе_ел─кмw░╧└Ї│Ўдj╣D1~30╕╣,8.24,жэ,,,1050418,дgжa1л╪кл1иожь0,дC╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0880727,66.73,1,2,1,ж│,ж│,7000000,104900,,0.0,0,зи╝h╝Wл╪,RPTPMLSKNHLFFGF76CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧дjжPе_╕Ї189л╤1~30╕╣,19.66,жэ,,,1050412,дgжa3л╪кл1иожь0,д@╝hбA├M╝╙,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░╙╖~е╬,┐√╡м▓V╛одg│y,0670111,67.0,0,0,0,╡L,╡L,9500000,141791,,0.0,0,,RPQOMLKKNHLFFGF18CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧дп╖R╡є315л╤31~60╕╣,9.16,жэ,,,1050317,дgжa1л╪кл1иожь0,дG╝h,дQдG╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,1050106,67.53,1,1,1,ж│,ж│,8900000,131793,,0.0,0,,RPPPMLKKNHLFFGF18CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧нл╢з╕Їе|мq31~60╕╣,3.38,жэ,,,1050411,дgжa13л╪кл1иожь0,дT╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0720504,22.33,1,0,1,ж│,ж│,2600000,116435,,0.0,0,,RPPNMLMKNHLFFGF18CA
─кмw░╧,й╨жa(дgжa+л╪кл),╖sе_ел─кмw░╧е·╡╪╕Ї41л╤1~30╕╣,36.9,жэ,,,1050414,дgжa1л╪кл1иожь0,д@╝hбAенеx,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,0650930,87.0,3,2,2,ж│,╡L,13900000,159770,,0.0,0,,RPXNMLMKNHLFFGF98CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧лH╕qжш╡є31~60╕╣,7.85,жэ,,,1050418,дgжa1л╪кл1иожь0,дT╝h,дGдQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040722,85.85000000000001,2,2,1,ж│,ж│,12500000,145603,,0.0,0,,RPWOMLTJNHLFFGF96CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧лH╕qжш╡є31~60╕╣,8.03,жэ,,,1050419,дgжa1л╪кл1иожь1,дE╝h,дGдQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040722,117.32,2,2,1,ж│,ж│,16550000,169858,йY╣Dенн▒,31.66,2000000,,RPPPMLTJNHLFFGF98CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧╢░н^╕Ї61~90╕╣,19.39,░╙,,,1050413,дgжa1л╪кл1иожь1,дQд╗╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040702,178.68,3,2,2,ж│,ж│,21000000,129613,йY╣Dенн▒,32.09,2000000,,RPRPMLTJNHLFFGF56CA
─кмw░╧,й╨жa(дgжa+л╪кл),╖sе_ел─кмw░╧дде┐╕Ї185л╤61~90╕╣,24.95,жэ,,,1050429,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0770109,80.78,3,2,2,ж│,╡L,7500000,92845,,0.0,0,,RPVNMLKKNHLFFGF58CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл),╖sе_ел▓HдЇ░╧╛╟й▓╕Ї205л╤1~30╕╣,33.47,жэ,,,1050412,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0700119,107.34,6,0,6,ж│,╡L,5650000,52636,,0.0,0,,RPVPMLOLNHLFFEF09CA
▓HдЇ░╧,дgжa,е_зыдlмq391~420жa╕╣,11.69,ифеL,,,1050421,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,123500,10565,,0.0,0,,RPSNMLKMNHLFFEF28CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧╖sелд@╕ЇдTмq121~150╕╣,24.0,жэ,,,1050416,дgжa1л╪кл1иожь1,дE╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0971111,174.9,3,2,2,ж│,ж│,9660000,55368,йY╣Dенн▒,23.91,1300000,,RPRPMLMJOHLFFEF38CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧╖sе┴╡єд@мq1~30╕╣,28.43,жэ,,,1050330,дgжa1л╪кл1иожь1,дQдG╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0981225,170.97,3,2,2,ж│,ж│,9250000,54103,йY╣Dенн▒,29.92,0,,RPWPMLMJOHLFFEF88CA
дTк█░╧,й╨жa(дgжa+л╪кл),╖sе_елдTк█░╧дде┐╕Їд@мq18л╤61~90╕╣,21.27,жэ,,,1050418,дgжa1л╪кл1иожь0,д╗╝h,д╗╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860220,96.72,3,1,2,ж│,╡L,3430000,35463,,0.0,0,,RPVNMLOJOHLFFEF78CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧┐│║╓╝d88л╤1~30╕╣,86.53,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1050425,дgжa2л╪кл1иожь1,дQд╗╝h,дGдQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеL╡n░Oи╞╢╡,1030820,219.15,3,2,2,ж│,ж│,21056304,114899,йY╣Dенн▒,43.21,841050,,RPQNMLQKNHLFFEF48CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл),╖sе_ел▓HдЇ░╧╛╟й▓╕Ї151~180╕╣,7.37,жэ,,,1050425,дgжa1л╪кл1иожь0,дG╝h,д╗╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0800212,37.03,1,1,1,ж│,ж│,2000000,54010,,0.0,0,,RPUPMLNLNHLFFEF88CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл),╖sе_ел▓HдЇ░╧▓Hкў╕Ї38л╤35з╦1~30╕╣,16.93,жэ,,,1050415,дgжa1л╪кл1иожь0,д╗╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0991102,90.00999999999999,2,2,1,ж│,ж│,6500000,72214,,0.0,0,,RPUPMLTJNHLFFEF66CA
